edad	trabajo	estciv	educacion	mora	balance	vivienda	prestamo	contacto	dia	mes	duracion	campana	pdias	previo	presultado	y
50	blue-collar	divorced	primaria	no	1545	si	no	celular	20	nov	25	1	-1	0	desconocido	no
59	retired	divorced	secundaria	no	1026	no	no	desconocido	5	nov	669	1	-1	0	desconocido	si
58	housemaid	married	primaria	no	435	si	no	teléfono	28	jul	122	6	-1	0	desconocido	no
54	technician	married	terciario	no	876	no	no	celular	27	oct	269	3	541	3	éxito	si
60	blue-collar	married	secundaria	no	1801	no	no	teléfono	29	oct	167	1	-1	0	desconocido	no
38	management	married	terciario	no	2278	si	si	celular	13	may	244	1	-1	0	desconocido	no
39	blue-collar	married	desconocido	no	157	si	no	desconocido	30	may	99	6	-1	0	desconocido	no
40	admin.	married	secundaria	no	1327	si	si	desconocido	26	may	76	2	-1	0	desconocido	no
55	blue-collar	married	primaria	no	284	no	si	teléfono	14	jul	252	4	-1	0	desconocido	no
36	management	married	terciario	no	495	no	no	celular	12	mar	213	3	182	6	éxito	si
31	admin.	single	secundaria	no	1588	si	no	desconocido	3	jun	14	1	-1	0	desconocido	no
38	services	married	secundaria	no	0	si	no	teléfono	28	jul	121	2	-1	0	desconocido	no
52	management	married	secundaria	no	428	si	no	desconocido	30	may	153	1	-1	0	desconocido	no
45	admin.	married	primaria	no	542	no	no	celular	11	may	8	5	350	3	otro	no
32	blue-collar	married	primaria	no	66	no	no	celular	19	nov	244	1	-1	0	desconocido	no
58	blue-collar	divorced	secundaria	no	314	no	no	desconocido	25	jun	67	2	-1	0	desconocido	no
35	management	married	terciario	no	24	si	no	celular	8	apr	169	1	231	2	fracaso	no
36	management	single	terciario	no	613	no	no	celular	7	aug	86	2	-1	0	desconocido	no
55	retired	married	secundaria	no	1467	no	si	celular	29	jul	277	2	-1	0	desconocido	no
45	blue-collar	married	secundaria	no	192	si	no	celular	13	may	154	5	176	1	otro	no
49	management	married	secundaria	no	321	no	no	desconocido	9	jun	135	3	-1	0	desconocido	no
44	blue-collar	married	secundaria	no	788	si	no	celular	17	apr	392	1	-1	0	desconocido	no
37	blue-collar	divorced	secundaria	no	48	si	no	desconocido	8	may	133	2	-1	0	desconocido	no
35	blue-collar	married	secundaria	no	262	no	no	celular	2	jul	96	2	109	4	éxito	no
36	blue-collar	married	secundaria	no	4438	si	no	desconocido	20	may	446	1	-1	0	desconocido	si
44	services	single	secundaria	no	5045	si	no	celular	21	nov	20	6	175	15	otro	no
32	blue-collar	single	terciario	no	3014	si	no	celular	7	may	291	2	-1	0	desconocido	no
56	management	married	terciario	no	21664	no	no	desconocido	17	jun	214	8	-1	0	desconocido	no
32	management	married	terciario	no	5878	no	no	celular	19	aug	159	2	-1	0	desconocido	no
35	entrepreneur	married	terciario	no	2723	si	si	celular	8	aug	275	4	-1	0	desconocido	no
44	management	married	secundaria	no	576	si	no	desconocido	8	may	128	3	-1	0	desconocido	no
59	entrepreneur	married	primaria	no	0	no	no	teléfono	19	nov	207	2	153	1	fracaso	no
31	blue-collar	single	terciario	no	2197	si	no	desconocido	23	may	146	3	-1	0	desconocido	no
60	blue-collar	married	desconocido	no	104	si	no	desconocido	5	may	22	1	-1	0	desconocido	no
33	technician	single	secundaria	no	1279	si	no	celular	18	may	239	2	349	3	éxito	no
45	admin.	married	secundaria	no	295	si	no	celular	23	jul	92	1	-1	0	desconocido	no
45	blue-collar	married	primaria	no	2128	si	no	desconocido	19	may	149	4	-1	0	desconocido	no
57	admin.	married	secundaria	no	367	no	no	teléfono	16	nov	107	2	-1	0	desconocido	no
36	management	married	terciario	no	1477	no	no	celular	7	aug	71	2	-1	0	desconocido	no
30	blue-collar	single	primaria	no	71	si	no	desconocido	19	may	122	6	-1	0	desconocido	no
30	admin.	single	secundaria	no	127	si	no	celular	18	may	16	6	368	1	otro	no
59	unemployed	divorced	secundaria	no	2921	no	no	teléfono	3	feb	251	1	-1	0	desconocido	no
58	management	married	terciario	no	16264	no	no	teléfono	17	nov	215	3	-1	0	desconocido	no
49	retired	married	primaria	no	1672	no	no	celular	17	jul	128	3	-1	0	desconocido	no
48	technician	married	terciario	no	9207	no	no	celular	18	aug	445	3	-1	0	desconocido	no
28	technician	single	terciario	no	356	no	no	celular	2	mar	76	2	-1	0	desconocido	no
59	management	divorced	primaria	no	133	si	no	celular	9	jul	206	1	-1	0	desconocido	no
40	management	married	terciario	no	1217	si	si	celular	18	nov	155	1	-1	0	desconocido	no
32	technician	divorced	secundaria	no	202	si	no	celular	4	feb	429	1	201	1	fracaso	no
58	blue-collar	married	secundaria	no	590	no	si	desconocido	5	jun	133	1	-1	0	desconocido	no
28	self-employed	single	terciario	no	442	no	no	celular	19	jun	474	3	95	3	otro	si
27	technician	single	terciario	no	808	si	no	celular	15	may	578	1	364	1	otro	no
38	management	single	terciario	no	427	si	no	celular	6	may	17	3	169	2	fracaso	no
53	technician	married	terciario	no	431	si	no	desconocido	11	jun	74	1	-1	0	desconocido	no
60	services	married	terciario	no	4256	si	no	celular	16	aug	239	3	761	1	otro	si
33	management	divorced	terciario	no	0	si	si	celular	19	aug	275	8	-1	0	desconocido	no
52	services	divorced	secundaria	no	238	si	no	celular	6	may	101	1	362	5	otro	no
64	retired	married	terciario	no	846	no	no	celular	11	feb	671	1	181	3	fracaso	si
40	blue-collar	single	secundaria	no	3	no	no	celular	19	nov	998	1	-1	0	desconocido	si
52	admin.	married	secundaria	no	693	no	no	desconocido	12	jun	271	1	-1	0	desconocido	no
28	student	single	secundaria	no	0	si	no	desconocido	15	may	133	3	-1	0	desconocido	no
49	management	married	secundaria	no	362	si	no	desconocido	4	jun	84	2	-1	0	desconocido	no
28	technician	single	secundaria	no	618	si	no	celular	7	may	281	1	-1	0	desconocido	no
29	technician	single	terciario	no	2893	si	no	desconocido	3	jun	250	1	-1	0	desconocido	no
87	retired	married	primaria	no	230	no	no	celular	30	oct	144	1	-1	0	desconocido	si
37	management	divorced	secundaria	no	1287	si	no	celular	14	may	432	1	-1	0	desconocido	no
36	services	married	primaria	no	179	no	no	desconocido	9	jun	411	1	-1	0	desconocido	no
35	self-employed	married	terciario	no	980	no	no	celular	2	aug	428	2	336	6	fracaso	no
33	admin.	married	terciario	no	79	si	no	celular	22	oct	249	2	335	2	fracaso	si
60	admin.	married	secundaria	no	3043	no	no	celular	19	aug	235	3	-1	0	desconocido	no
25	management	single	terciario	no	808	no	no	celular	18	sep	267	2	114	2	fracaso	si
69	retired	married	secundaria	no	745	no	no	teléfono	9	sep	595	1	-1	0	desconocido	no
41	student	married	secundaria	no	1309	no	no	desconocido	20	jun	28	4	-1	0	desconocido	no
48	management	single	secundaria	no	290	si	no	celular	21	jul	257	2	-1	0	desconocido	no
35	blue-collar	divorced	primaria	no	1792	si	no	celular	31	jul	630	6	-1	0	desconocido	si
30	blue-collar	single	secundaria	no	178	si	no	desconocido	20	may	747	5	-1	0	desconocido	no
59	management	married	terciario	no	0	no	no	celular	27	aug	87	4	-1	0	desconocido	no
32	management	single	terciario	no	537	no	no	desconocido	29	may	187	3	-1	0	desconocido	no
28	blue-collar	single	secundaria	no	416	si	no	desconocido	13	may	452	2	-1	0	desconocido	no
60	blue-collar	married	primaria	no	1472	no	no	desconocido	20	jun	36	4	-1	0	desconocido	no
36	management	married	primaria	no	3953	si	no	celular	19	nov	277	1	-1	0	desconocido	no
32	management	single	terciario	no	112	si	no	celular	5	may	118	1	-1	0	desconocido	no
34	management	divorced	terciario	no	13204	si	si	celular	20	nov	197	2	-1	0	desconocido	no
58	blue-collar	married	secundaria	no	0	no	si	celular	14	apr	101	5	-1	0	desconocido	no
53	management	married	desconocido	no	2240	si	no	celular	2	jun	282	2	385	1	éxito	si
31	management	married	terciario	no	22546	si	no	celular	14	may	8	6	267	4	fracaso	no
33	admin.	married	secundaria	no	0	si	no	teléfono	17	jul	1448	7	-1	0	desconocido	si
46	unemployed	divorced	primaria	no	23	no	no	celular	21	nov	344	1	-1	0	desconocido	no
29	blue-collar	married	secundaria	no	228	si	no	celular	11	may	12	8	342	9	fracaso	no
37	self-employed	married	secundaria	no	215	si	no	desconocido	6	jun	61	1	-1	0	desconocido	no
58	blue-collar	married	primaria	no	23	si	no	desconocido	20	may	91	6	-1	0	desconocido	no
34	management	married	secundaria	no	293	si	no	desconocido	21	may	162	3	-1	0	desconocido	no
34	blue-collar	divorced	secundaria	no	0	no	si	desconocido	21	may	339	1	-1	0	desconocido	no
49	entrepreneur	married	primaria	no	199	no	no	desconocido	13	may	113	2	-1	0	desconocido	no
53	admin.	married	secundaria	no	459	no	no	celular	5	apr	558	1	-1	0	desconocido	si
42	unemployed	married	secundaria	no	8131	si	no	desconocido	30	may	69	1	-1	0	desconocido	no
40	services	married	secundaria	no	-378	si	si	celular	13	may	541	1	295	6	fracaso	no
30	blue-collar	single	primaria	no	395	no	no	celular	21	nov	429	1	-1	0	desconocido	no
31	technician	divorced	secundaria	no	10787	si	no	desconocido	4	jun	135	2	-1	0	desconocido	no
55	admin.	married	secundaria	no	865	si	no	celular	27	oct	96	1	111	3	fracaso	no
36	management	married	terciario	no	340	si	no	celular	20	apr	68	2	-1	0	desconocido	no
31	blue-collar	single	secundaria	no	1882	no	no	celular	7	may	529	2	-1	0	desconocido	no
26	management	married	terciario	no	265	no	no	celular	30	jan	650	2	-1	0	desconocido	no
31	admin.	married	secundaria	no	389	si	no	celular	7	dec	69	1	185	2	fracaso	no
49	admin.	married	secundaria	no	0	si	si	celular	29	jul	71	7	-1	0	desconocido	no
54	management	married	terciario	no	384	si	no	celular	12	may	30	7	-1	0	desconocido	no
47	management	divorced	terciario	no	94	si	no	celular	31	jul	9	19	-1	0	desconocido	no
61	management	married	secundaria	no	1471	no	no	celular	12	aug	331	2	-1	0	desconocido	no
49	blue-collar	married	primaria	no	937	si	no	desconocido	12	jun	66	1	-1	0	desconocido	no
51	technician	married	secundaria	no	500	si	no	celular	20	nov	26	6	-1	0	desconocido	no
53	blue-collar	married	primaria	no	25	si	no	desconocido	6	may	266	3	-1	0	desconocido	no
35	management	married	terciario	no	365	no	no	celular	21	nov	168	2	-1	0	desconocido	no
25	unemployed	single	secundaria	no	34	no	si	desconocido	4	jul	316	1	-1	0	desconocido	no
79	retired	married	primaria	no	429	no	no	teléfono	8	jul	1006	2	-1	0	desconocido	si
53	technician	married	primaria	no	6839	si	no	celular	19	nov	77	1	-1	0	desconocido	no
21	student	single	secundaria	no	6	no	no	desconocido	9	may	622	1	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	467	si	no	desconocido	21	may	494	2	-1	0	desconocido	no
40	self-employed	divorced	secundaria	no	1876	no	si	desconocido	20	jun	269	1	-1	0	desconocido	no
34	entrepreneur	married	secundaria	no	1847	si	no	celular	9	apr	543	3	321	6	fracaso	no
52	desconocido	married	primaria	no	247	no	no	celular	29	jul	268	6	-1	0	desconocido	no
27	admin.	married	secundaria	no	897	no	no	celular	5	jun	397	1	-1	0	desconocido	si
57	services	divorced	secundaria	no	4664	no	no	celular	21	nov	22	4	114	1	fracaso	no
51	self-employed	divorced	secundaria	no	1291	si	no	desconocido	3	jun	51	2	-1	0	desconocido	no
31	student	single	terciario	no	64	no	no	celular	15	sep	208	1	105	2	éxito	no
49	unemployed	married	terciario	no	-471	si	no	celular	20	nov	77	3	185	7	fracaso	no
32	management	single	terciario	no	1160	si	si	desconocido	11	jun	450	2	-1	0	desconocido	no
28	admin.	single	terciario	no	14	no	no	celular	1	jun	201	1	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	26	si	no	celular	17	apr	342	3	332	1	otro	no
50	blue-collar	married	desconocido	no	452	no	no	celular	20	aug	181	2	-1	0	desconocido	no
42	blue-collar	single	secundaria	no	382	si	no	celular	13	may	294	1	-1	0	desconocido	no
45	admin.	married	desconocido	no	2033	no	no	celular	30	nov	123	1	186	4	fracaso	no
34	unemployed	married	secundaria	no	0	si	no	celular	13	may	172	1	-1	0	desconocido	no
56	admin.	divorced	desconocido	no	789	si	no	celular	8	may	1022	1	360	2	fracaso	no
33	blue-collar	single	secundaria	no	142	si	no	celular	14	may	123	1	360	3	otro	no
34	admin.	married	secundaria	no	645	si	no	desconocido	19	may	420	1	-1	0	desconocido	no
37	blue-collar	married	desconocido	no	897	si	no	celular	13	apr	119	2	280	2	fracaso	no
37	blue-collar	married	secundaria	no	103	si	no	celular	12	may	153	1	-1	0	desconocido	no
35	admin.	single	secundaria	no	847	si	no	celular	11	may	85	2	-1	0	desconocido	no
38	desconocido	single	terciario	no	0	no	no	celular	11	sep	260	3	95	3	éxito	si
32	blue-collar	married	secundaria	no	517	si	no	desconocido	5	may	528	1	-1	0	desconocido	no
52	technician	single	terciario	no	1308	si	no	desconocido	29	may	361	1	-1	0	desconocido	no
49	services	married	secundaria	no	66	si	si	celular	21	nov	59	4	-1	0	desconocido	no
46	management	divorced	secundaria	no	361	si	no	desconocido	19	may	86	7	-1	0	desconocido	no
42	entrepreneur	married	primaria	si	66	si	si	celular	6	feb	139	1	-1	0	desconocido	no
36	blue-collar	married	desconocido	no	70	si	no	desconocido	8	may	219	4	-1	0	desconocido	no
32	services	married	secundaria	no	180	si	no	teléfono	15	may	45	2	-1	0	desconocido	no
49	technician	married	terciario	no	279	si	no	desconocido	19	may	168	4	-1	0	desconocido	no
46	services	married	secundaria	no	4	no	no	celular	30	apr	268	1	261	5	otro	si
40	entrepreneur	married	secundaria	no	1416	si	no	desconocido	14	may	210	2	-1	0	desconocido	no
36	admin.	married	secundaria	no	465	si	no	desconocido	20	may	160	1	-1	0	desconocido	no
36	admin.	married	secundaria	no	998	si	no	desconocido	14	may	1044	2	-1	0	desconocido	no
34	technician	married	secundaria	no	550	no	si	celular	9	jul	601	1	-1	0	desconocido	no
46	management	married	terciario	no	1285	si	no	desconocido	27	may	89	1	-1	0	desconocido	no
32	services	married	terciario	no	4908	no	si	celular	13	may	491	2	-1	0	desconocido	no
32	unemployed	single	terciario	no	336	si	no	desconocido	8	may	139	1	-1	0	desconocido	no
32	management	single	terciario	no	131	no	no	desconocido	3	jun	267	3	-1	0	desconocido	no
43	management	married	terciario	no	348	no	si	celular	15	jul	88	3	-1	0	desconocido	no
25	self-employed	single	terciario	no	453	si	no	celular	17	jul	134	1	-1	0	desconocido	no
55	admin.	married	secundaria	no	1102	si	no	desconocido	15	may	126	2	-1	0	desconocido	no
24	admin.	single	secundaria	no	926	si	si	celular	15	may	191	1	-1	0	desconocido	no
40	management	divorced	terciario	no	502	si	no	celular	3	feb	267	4	270	3	otro	no
38	management	single	terciario	no	8669	si	no	teléfono	20	apr	5	3	150	6	fracaso	no
48	blue-collar	single	primaria	no	316	no	no	desconocido	5	jun	560	2	-1	0	desconocido	no
36	management	married	terciario	no	9324	si	no	celular	30	mar	138	8	-1	0	desconocido	no
57	management	married	terciario	no	0	no	no	celular	19	aug	188	4	-1	0	desconocido	no
45	admin.	married	secundaria	no	72	si	si	celular	15	may	262	2	352	2	fracaso	no
33	self-employed	single	terciario	no	61	no	no	celular	19	aug	836	3	-1	0	desconocido	si
38	technician	single	secundaria	no	173	no	no	celular	29	aug	150	4	-1	0	desconocido	no
26	services	single	secundaria	si	-162	si	no	celular	15	may	44	2	-1	0	desconocido	no
30	management	single	terciario	no	47	no	si	celular	31	jul	11	17	-1	0	desconocido	no
55	services	divorced	terciario	no	1983	si	no	teléfono	19	nov	123	1	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	326	si	si	desconocido	15	may	150	2	-1	0	desconocido	no
60	admin.	married	secundaria	no	2552	no	si	celular	30	jan	255	2	2	4	otro	no
36	management	single	terciario	no	1283	no	no	celular	18	aug	92	5	-1	0	desconocido	no
65	housemaid	married	primaria	no	2179	si	no	celular	4	sep	112	7	-1	0	desconocido	no
39	self-employed	married	terciario	no	1047	no	no	desconocido	6	jun	554	1	-1	0	desconocido	si
52	blue-collar	married	primaria	no	36	no	no	celular	13	aug	109	2	-1	0	desconocido	no
55	technician	married	secundaria	si	-308	no	no	celular	2	feb	781	1	-1	0	desconocido	si
26	management	single	terciario	no	1177	no	no	celular	19	oct	116	1	-1	0	desconocido	no
40	self-employed	married	primaria	no	2077	si	no	celular	13	may	363	1	173	24	otro	no
52	entrepreneur	married	secundaria	no	0	no	no	celular	7	aug	82	2	-1	0	desconocido	no
29	self-employed	married	terciario	no	1	no	no	celular	18	jul	167	3	-1	0	desconocido	no
41	blue-collar	married	primaria	no	7735	si	no	celular	20	nov	220	1	190	1	fracaso	no
30	technician	single	terciario	no	1922	si	no	celular	18	may	546	1	-1	0	desconocido	no
28	student	single	secundaria	no	153	no	no	celular	23	jul	1124	2	-1	0	desconocido	si
26	blue-collar	married	secundaria	no	2770	si	no	desconocido	8	may	141	1	-1	0	desconocido	no
58	management	married	secundaria	no	139	no	no	celular	27	may	188	1	161	2	otro	no
29	management	single	terciario	no	21	si	no	celular	14	may	107	4	371	3	fracaso	no
48	technician	married	secundaria	no	178	si	no	desconocido	17	jun	320	4	-1	0	desconocido	no
35	blue-collar	married	secundaria	no	444	si	no	celular	15	apr	244	3	-1	0	desconocido	no
26	services	single	secundaria	no	209	si	no	celular	22	jul	319	2	-1	0	desconocido	no
49	blue-collar	married	desconocido	no	3096	no	no	desconocido	16	jun	147	2	-1	0	desconocido	no
34	admin.	married	secundaria	no	5320	no	no	celular	3	mar	114	6	467	5	otro	no
32	services	married	secundaria	no	4885	si	si	celular	18	nov	400	2	-1	0	desconocido	no
31	admin.	married	secundaria	no	0	si	si	celular	18	nov	79	3	-1	0	desconocido	no
48	unemployed	married	primaria	no	5462	no	no	desconocido	6	jun	29	4	-1	0	desconocido	no
40	blue-collar	married	secundaria	no	6767	si	no	celular	20	nov	97	2	-1	0	desconocido	no
42	technician	divorced	secundaria	no	2974	si	no	desconocido	21	may	187	5	-1	0	desconocido	no
48	technician	married	secundaria	no	427	no	no	desconocido	14	may	201	1	-1	0	desconocido	no
38	services	married	secundaria	no	8876	no	no	celular	2	feb	280	1	75	1	fracaso	no
53	management	married	terciario	no	146	no	no	desconocido	30	may	150	1	-1	0	desconocido	no
59	retired	divorced	secundaria	no	319	no	no	celular	24	jul	129	1	-1	0	desconocido	no
28	unemployed	single	secundaria	no	304	no	no	celular	14	jun	516	1	-1	0	desconocido	no
41	blue-collar	married	primaria	no	389	si	no	desconocido	16	jun	127	2	-1	0	desconocido	no
50	management	single	primaria	no	766	no	no	desconocido	17	jun	174	2	-1	0	desconocido	no
31	admin.	married	secundaria	no	0	si	no	celular	29	jul	82	5	-1	0	desconocido	no
30	technician	single	secundaria	no	3107	si	no	desconocido	3	jun	1516	2	-1	0	desconocido	no
59	admin.	divorced	secundaria	no	174	si	no	desconocido	16	may	204	1	-1	0	desconocido	no
33	technician	divorced	secundaria	si	-305	no	si	desconocido	9	may	109	1	-1	0	desconocido	no
35	self-employed	married	secundaria	no	670	no	no	celular	9	jul	378	1	-1	0	desconocido	no
30	management	single	terciario	no	6164	si	no	desconocido	27	may	152	11	-1	0	desconocido	no
71	retired	married	secundaria	no	2850	no	no	celular	17	feb	185	1	-1	0	desconocido	si
30	services	single	primaria	no	79	si	no	celular	15	may	317	1	-1	0	desconocido	no
24	services	married	secundaria	si	110	si	no	desconocido	23	may	27	1	-1	0	desconocido	no
34	technician	single	secundaria	no	5039	no	no	celular	20	nov	205	6	-1	0	desconocido	no
34	blue-collar	married	secundaria	no	360	si	no	teléfono	19	nov	46	1	182	2	fracaso	no
52	admin.	married	secundaria	no	199	no	no	celular	28	jan	978	2	189	1	otro	no
33	self-employed	single	secundaria	no	238	si	si	celular	5	feb	45	5	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	5092	si	no	desconocido	17	jun	145	6	-1	0	desconocido	no
41	admin.	divorced	secundaria	no	1088	si	no	celular	28	jan	138	1	-1	0	desconocido	no
42	management	divorced	terciario	no	221	si	no	desconocido	7	may	720	2	-1	0	desconocido	no
38	blue-collar	divorced	secundaria	no	889	no	si	desconocido	18	jun	362	1	-1	0	desconocido	no
48	blue-collar	married	primaria	no	750	si	no	celular	18	may	90	6	-1	0	desconocido	no
34	technician	single	secundaria	no	0	si	si	desconocido	16	may	214	1	-1	0	desconocido	no
46	blue-collar	married	primaria	no	1291	si	no	celular	14	may	142	3	259	17	fracaso	no
33	technician	married	secundaria	no	1844	si	no	desconocido	29	may	241	3	-1	0	desconocido	no
40	management	married	terciario	no	89	si	si	teléfono	9	feb	148	6	-1	0	desconocido	no
36	admin.	married	secundaria	no	4280	no	no	desconocido	19	jun	227	6	-1	0	desconocido	no
32	technician	single	secundaria	no	0	no	no	celular	21	aug	126	2	-1	0	desconocido	no
33	blue-collar	married	secundaria	no	625	si	no	desconocido	28	may	410	1	-1	0	desconocido	no
55	technician	married	desconocido	no	574	si	no	celular	29	jan	243	2	-1	0	desconocido	no
58	management	married	primaria	no	320	si	no	desconocido	30	may	171	2	-1	0	desconocido	no
25	technician	single	terciario	no	468	si	no	desconocido	15	may	147	1	-1	0	desconocido	no
47	services	married	secundaria	no	440	si	no	desconocido	12	jun	91	1	-1	0	desconocido	no
40	unemployed	married	secundaria	no	0	si	no	celular	19	nov	332	1	183	1	fracaso	no
59	retired	married	secundaria	no	5706	si	no	celular	25	jul	471	2	-1	0	desconocido	no
40	management	married	terciario	no	7780	no	no	teléfono	4	may	364	1	355	1	otro	no
30	management	married	secundaria	no	-559	si	si	celular	7	may	98	1	167	2	fracaso	no
25	entrepreneur	single	terciario	no	16874	si	si	celular	15	may	117	2	-1	0	desconocido	no
58	retired	married	primaria	no	1987	no	no	teléfono	14	jul	185	4	-1	0	desconocido	no
39	entrepreneur	married	desconocido	no	98	si	no	teléfono	15	may	59	3	367	1	otro	no
40	self-employed	married	terciario	no	642	no	no	celular	18	nov	147	3	-1	0	desconocido	no
38	blue-collar	married	secundaria	no	526	si	si	desconocido	23	may	553	2	-1	0	desconocido	no
66	management	single	terciario	no	6483	no	no	celular	13	aug	275	1	-1	0	desconocido	no
47	management	married	terciario	no	2306	no	no	teléfono	6	aug	239	4	-1	0	desconocido	si
37	blue-collar	married	secundaria	no	954	si	no	desconocido	2	jun	402	9	-1	0	desconocido	no
36	management	single	terciario	no	-679	si	si	celular	7	may	172	1	93	1	fracaso	no
50	blue-collar	married	primaria	no	-1	no	no	celular	19	aug	195	2	-1	0	desconocido	no
76	retired	married	primaria	no	2590	no	no	teléfono	9	feb	68	12	-1	0	desconocido	no
58	management	single	terciario	no	331	no	si	celular	28	jul	82	3	-1	0	desconocido	no
42	admin.	married	secundaria	no	4209	si	no	desconocido	5	jun	57	6	-1	0	desconocido	no
58	services	divorced	secundaria	no	462	no	no	celular	13	nov	495	1	93	1	éxito	si
28	self-employed	single	terciario	no	0	si	no	celular	21	jul	479	1	-1	0	desconocido	no
41	technician	married	secundaria	no	0	no	no	celular	29	aug	141	2	-1	0	desconocido	no
30	management	married	terciario	no	151	no	no	celular	19	aug	82	4	-1	0	desconocido	no
32	management	divorced	terciario	no	883	si	no	celular	10	dec	798	1	185	5	otro	si
27	services	single	secundaria	no	266	no	si	celular	7	jul	232	1	-1	0	desconocido	no
48	management	married	terciario	no	0	no	no	celular	26	aug	60	5	-1	0	desconocido	no
36	technician	married	terciario	no	491	si	no	desconocido	8	may	103	3	-1	0	desconocido	no
54	management	married	terciario	no	3	no	si	celular	8	jul	443	1	-1	0	desconocido	no
36	blue-collar	married	secundaria	no	198	si	no	desconocido	9	may	400	2	-1	0	desconocido	no
52	housemaid	married	secundaria	no	14363	no	no	desconocido	5	jun	132	1	-1	0	desconocido	no
34	technician	divorced	secundaria	no	0	si	si	celular	18	aug	374	16	-1	0	desconocido	no
43	technician	married	secundaria	no	136	no	no	celular	25	aug	363	7	-1	0	desconocido	si
32	management	single	terciario	no	28	no	no	celular	8	aug	111	2	-1	0	desconocido	no
33	management	single	terciario	no	335	no	no	celular	29	aug	130	4	-1	0	desconocido	no
51	housemaid	married	desconocido	no	174	no	no	teléfono	29	jul	308	3	-1	0	desconocido	no
39	unemployed	married	secundaria	no	270	si	no	desconocido	3	jun	116	1	-1	0	desconocido	no
44	management	single	terciario	no	1206	no	no	celular	9	jul	160	2	-1	0	desconocido	no
49	housemaid	divorced	primaria	no	198	si	no	desconocido	13	may	205	3	-1	0	desconocido	no
25	technician	married	terciario	no	914	si	no	celular	12	may	185	2	-1	0	desconocido	no
39	self-employed	married	secundaria	no	31	si	no	celular	20	nov	61	2	181	4	fracaso	no
54	technician	married	secundaria	no	0	no	no	teléfono	14	aug	159	2	106	6	éxito	no
32	management	single	terciario	no	347	si	no	celular	18	may	213	1	264	6	fracaso	no
36	management	married	terciario	no	860	si	no	desconocido	20	may	294	15	-1	0	desconocido	no
54	technician	married	secundaria	no	89	si	no	celular	10	jul	140	3	-1	0	desconocido	no
31	technician	married	secundaria	no	0	si	si	celular	28	jan	71	1	223	9	otro	no
45	services	married	secundaria	no	0	no	si	celular	8	jul	47	7	-1	0	desconocido	no
31	admin.	single	secundaria	no	68	si	no	celular	16	apr	570	2	-1	0	desconocido	no
45	technician	married	secundaria	no	-149	si	no	celular	14	jul	287	2	-1	0	desconocido	no
33	services	divorced	secundaria	no	2411	si	no	celular	23	oct	130	1	161	1	fracaso	si
46	management	divorced	terciario	no	225	si	no	celular	14	may	201	1	345	1	otro	no
43	desconocido	single	terciario	no	2731	no	no	celular	21	nov	11	7	-1	0	desconocido	no
50	management	married	terciario	no	112	si	no	celular	4	nov	70	5	85	5	otro	no
44	management	divorced	terciario	no	0	no	no	celular	22	aug	54	2	-1	0	desconocido	no
42	services	married	secundaria	no	3620	si	no	desconocido	27	may	22	16	-1	0	desconocido	no
26	blue-collar	single	secundaria	no	179	no	no	celular	30	jul	103	3	-1	0	desconocido	no
47	admin.	single	secundaria	no	1544	si	no	celular	6	apr	104	1	312	1	fracaso	no
48	blue-collar	married	primaria	no	199	no	no	teléfono	18	aug	29	2	-1	0	desconocido	no
60	blue-collar	married	desconocido	no	231	si	no	desconocido	12	may	57	2	-1	0	desconocido	no
27	admin.	divorced	secundaria	no	76	si	no	desconocido	4	jun	236	1	-1	0	desconocido	no
30	unemployed	single	terciario	no	302	no	no	celular	11	feb	528	3	-1	0	desconocido	si
28	admin.	single	secundaria	no	189	si	no	celular	31	jul	68	2	-1	0	desconocido	no
58	retired	married	primaria	no	565	no	no	teléfono	7	jul	876	1	-1	0	desconocido	si
37	entrepreneur	married	terciario	no	310	no	no	celular	1	sep	76	1	-1	0	desconocido	no
36	services	married	secundaria	no	1746	si	no	desconocido	26	may	99	1	-1	0	desconocido	no
39	technician	married	secundaria	no	6	si	no	celular	18	may	122	3	357	4	fracaso	no
52	unemployed	married	primaria	no	-110	no	si	celular	29	jan	141	1	-1	0	desconocido	no
55	retired	married	secundaria	no	2749	si	si	desconocido	29	may	58	2	-1	0	desconocido	no
30	management	single	terciario	no	6495	no	no	celular	30	mar	78	3	-1	0	desconocido	no
36	blue-collar	single	secundaria	no	35	si	no	desconocido	3	jun	435	3	-1	0	desconocido	no
39	admin.	married	secundaria	no	-650	no	no	celular	15	may	123	2	364	1	fracaso	no
47	blue-collar	married	primaria	no	292	no	si	teléfono	28	jul	210	3	-1	0	desconocido	no
42	housemaid	single	primaria	no	5774	si	no	desconocido	15	may	54	2	-1	0	desconocido	no
42	management	married	secundaria	no	2416	si	no	desconocido	20	may	138	4	-1	0	desconocido	no
58	retired	married	secundaria	no	35	no	no	celular	29	jul	336	7	-1	0	desconocido	no
68	retired	married	secundaria	no	19317	si	no	celular	4	aug	249	1	-1	0	desconocido	si
43	technician	married	secundaria	no	50	no	no	desconocido	28	may	63	1	-1	0	desconocido	no
44	blue-collar	married	secundaria	no	-674	si	no	desconocido	5	may	257	1	-1	0	desconocido	no
