EDAD	TRABAJO	PESOFIN	EDUCACION	EDUCACIONNUM	ESTADOCIV	OCUPACION	RELACION	RAZA	SEXO	CAPGANADO	CAPPERD	HORASEMA	PAISC	INGRESO
33	 Privado	235109	 HS-grad	9	 Nunca-casado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	208180	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
67	 State-gov	423561	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
47	 Self-emp-not-inc	145290	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	2415	50	 Estados-Unidos	 >50K
24	 Privado	403671	 Some-college	10	 Nunca-casado	 Machine-op-inspct	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
32	 Local-gov	49325	 7th-8th	4	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	370494	 HS-grad	9	 Nunca-casado	 Other-service	No-casado	 Blanca	 Femenino	0	0	40	 Mexico	 <=50K
25	 Privado	267012	 Assoc-voc	11	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
33	 Privado	191856	 Some-college	10	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
55	 Privado	80445	 Bachelors	13	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	379798	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
32	 Local-gov	168387	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
18	 Privado	301948	 HS-grad	9	 Nunca-casado	 Protective-serv	Niño-propio	 Blanca	 Masculino	34095	0	3	 Estados-Unidos	 <=50K
36	 Privado	274809	 HS-grad	9	Divorciado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	50	 Estados-Unidos	 <=50K
58	 Privado	233193	 HS-grad	9	Viudo	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	27	 Estados-Unidos	 <=50K
34	 Privado	299635	 Masters	14	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	1902	50	 Estados-Unidos	 >50K
19	 Privado	236396	 11th	7	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
21	 Privado	688355	 HS-grad	9	 Nunca-casado	 Adm-clerical	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
36	 Self-emp-inc	37019	 HS-grad	9	 Nunca-casado	 Farming-fishing	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
37	 Privado	148015	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposa	 Negra	 Femenino	15024	0	40	 Estados-Unidos	 >50K
43	 Privado	122975	 HS-grad	9	Casado-civil	 Machine-op-inspct	 Esposa	 Negra	 Femenino	0	0	21	 Tridad&Tobago	 <=50K
52	 State-gov	349795	 Bachelors	13	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
48	 Privado	229846	 Assoc-voc	11	Divorciado	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	40		 <=50K
43	 Privado	108945	 Some-college	10	Divorciado	 Prof-specialty	No-casado	 Blanca	 Femenino	0	0	38	 Estados-Unidos	 <=50K
22	 Privado	237498	 HS-grad	9	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
57	 Privado	188872	 5th-6th	3	Divorciado	 Transport-moving	No-casado	 Blanca	 Masculino	6497	0	40	 Estados-Unidos	 <=50K
37	 Privado	324019	 Assoc-acdm	12	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
39	 Privado	82488	 Some-college	10	Divorciado	 Sales	No-casado	 Asian-Pac-Islander	 Femenino	0	0	38	 Estados-Unidos	 <=50K
54	 Privado	206964	 Some-college	10	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
27	 Privado	37088	 Assoc-acdm	12	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
21	 Privado	152540	 HS-grad	9	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
65	 Privado	143554	 Some-college	10	Separado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	38	 Estados-Unidos	 <=50K
30	 Privado	126242	 Some-college	10	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
22	 Privado	127185	 9th	5	 Nunca-casado	 Machine-op-inspct	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	164018	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	4064	0	50	 Estados-Unidos	 <=50K
25	 Privado	210184	 11th	7	Separado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
35		117528	 Assoc-voc	11	Casado-civil		 Esposa	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 >50K
47	 Privado	124973	 Assoc-voc	11	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	50	 Estados-Unidos	 >50K
23	 Privado	182117	 Assoc-acdm	12	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
42	 Privado	220049	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 >50K
39	 Self-emp-not-inc	247975	 Some-college	10	 Nunca-casado	 Craft-repair	 Not-in-family	 Asian-Pac-Islander	 Masculino	0	0	30	 Estados-Unidos	 <=50K
55	 Privado	50164	 Doctorate	16	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
24	 State-gov	123160	 Masters	14	 Casado-conyuge-ausente	 Prof-specialty	 Not-in-family	 Asian-Pac-Islander	 Femenino	0	0	10	 Chi	 <=50K
46	 Self-emp-inc	219962	 Bachelors	13	Casado-civil	 Machine-op-inspct	 Esposo	 Blanca	 Masculino	7298	0	40		 >50K
53	 Privado	79324	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
44	 Privado	129100	 11th	7	Separado	 Other-service	No-casado	 Negra	 Femenino	0	0	60	 Estados-Unidos	 <=50K
40	 Privado	210275	 HS-grad	9	Separado	 Transport-moving	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
48	 Privado	189462	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	7688	0	40	 Estados-Unidos	 >50K
26	 Privado	171114	 Assoc-voc	11	Separado	 Adm-clerical	No-casado	 Blanca	 Femenino	0	0	35	 Estados-Unidos	 <=50K
22	 Privado	201799	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
35		200426	 HS-grad	9	Casado-civil		 Esposa	 Blanca	 Femenino	0	0	12	 Estados-Unidos	 <=50K
20		24395	 Some-college	10	 Nunca-casado		No-casado	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
43	 Privado	191149	 HS-grad	9	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
37	 Local-gov	34173	 HS-grad	9	Casado-civil	 Other-service	 Esposa	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
30	 Privado	350979	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Asian-Pac-Islander	 Masculino	0	0	40	 Laos	 <=50K
41	 Privado	147314	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Amer-Indian-Eskimo	 Masculino	0	0	50	 Estados-Unidos	 <=50K
38	 Privado	136081	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
77		232894	 9th	5	Casado-civil		 Esposo	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
42	 Self-emp-not-inc	373403	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
20	 Privado	120601	 HS-grad	9	 Nunca-casado	 Transport-moving	Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	130926	 Bachelors	13	Divorciado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	3674	0	40	 Estados-Unidos	 <=50K
32	 Federal-gov	72338	 Assoc-voc	11	 Nunca-casado	 Prof-specialty	 Other-relative	 Asian-Pac-Islander	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	129624	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
25	 State-gov	328697	 Some-college	10	Divorciado	 Protective-serv	 Other-relative	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
40	 Privado	191196	 Masters	14	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
18		191117	 11th	7	 Nunca-casado		Niño-propio	 Blanca	 Masculino	0	0	25	 Estados-Unidos	 <=50K
49	 Privado	110243	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
17	 Privado	181580	 11th	7	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	16	 Estados-Unidos	 <=50K
29	 Privado	89030	 HS-grad	9	 Nunca-casado	 Sales	No-casado	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
47	 Privado	345493	 Prof-school	15	Casado-civil	 Prof-specialty	 Esposo	 Asian-Pac-Islander	 Masculino	99999	0	55	 Taiwan	 >50K
24	 Self-emp-not-inc	277700	 Some-college	10	Separado	 Handlers-cleaners	Niño-propio	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
58		198478	 7th-8th	4	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	24	 Estados-Unidos	 <=50K
29	 Privado	250679	 HS-grad	9	 Nunca-casado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	168837	 Some-college	10	Casado-civil	 Adm-clerical	 Esposa	 Blanca	 Femenino	0	0	24	 Cada	 >50K
30	 Privado	142675	 12th	8	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
19	 Privado	299050	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
59	 Privado	107833	 10th	6	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	1485	40	 Estados-Unidos	 >50K
47	 Privado	121958	 7th-8th	4	 Casado-conyuge-ausente	 Other-service	No-casado	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
41	 Privado	282948	 Some-college	10	Casado-civil	 Tech-support	 Esposo	 Negra	 Masculino	3137	0	40	 Estados-Unidos	 <=50K
28	 Privado	176683	 Assoc-acdm	12	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	40	 France	 <=50K
46	 Privado	34377	 Assoc-acdm	12	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
40	 Self-emp-not-inc	209833	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
66	 State-gov	41506	 10th	6	Divorciado	 Other-service	 Not-in-family	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
30	 Local-gov	125159	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Negra	 Masculino	14084	0	45		 >50K
44	 Self-emp-not-inc	147206	 Some-college	10	 Nunca-casado	 Craft-repair	Niño-propio	 Blanca	 Masculino	0	0	12	 Estados-Unidos	 <=50K
58	 Self-emp-not-inc	93664	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	60	 Estados-Unidos	 >50K
21	 Privado	315065	 7th-8th	4	 Nunca-casado	 Other-service	 Other-relative	 Blanca	 Masculino	0	0	48	 Mexico	 <=50K
59	 Privado	381851	 9th	5	Viudo	 Other-service	No-casado	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
35	 Local-gov	185769	 Some-college	10	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	186272	 9th	5	Casado-civil	 Adm-clerical	 Esposo	 Negra	 Masculino	5178	0	40	 Estados-Unidos	 >50K
30	 Privado	312667	 HS-grad	9	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	343925	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Negra	 Masculino	0	0	40	 Jamaica	 <=50K
26	 Privado	195994	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
48	 Privado	398843	 Some-college	10	Separado	 Sales	No-casado	 Negra	 Femenino	0	0	35	 Estados-Unidos	 <=50K
31	 Privado	73514	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Asian-Pac-Islander	 Femenino	0	0	40	 Estados-Unidos	 <=50K
36	 Privado	288049	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
48	 Privado	54759	 HS-grad	9	Divorciado	 Prof-specialty	No-casado	 Blanca	 Femenino	0	0	38	 Estados-Unidos	 <=50K
30	 Privado	155343	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	5013	0	40	 Estados-Unidos	 <=50K
33	 Privado	401104	 HS-grad	9	Casado-civil	 Handlers-cleaners	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
19		124884	 9th	5	 Nunca-casado		 Not-in-family	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
37	 Local-gov	287306	 Assoc-acdm	12	Casado-civil	 Prof-specialty	 Esposa	 Negra	 Femenino	99999	0	40		 >50K
53	 Privado	113995	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 >50K
18	 Privado	146378	 Some-college	10	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Femenino	0	0	40		 <=50K
38	 Privado	111499	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	7298	0	50	 Estados-Unidos	 >50K
34	 Privado	34374	 Some-college	10	 Nunca-casado	 Other-service	 Not-in-family	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 <=50K
45	 Privado	162187	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	52	 Estados-Unidos	 >50K
33	 Local-gov	147654	 Assoc-voc	11	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 <=50K
35	 Privado	182467	 Assoc-voc	11	Casado-civil	 Craft-repair	 Esposa	 Blanca	 Femenino	0	0	44	 Estados-Unidos	 <=50K
22	 Privado	183970	 HS-grad	9	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
35	 Privado	332588	 HS-grad	9	Divorciado	 Other-service	No-casado	 Blanca	 Femenino	0	0	30	 Estados-Unidos	 <=50K
45	 Privado	26781	 HS-grad	9	Casado-civil	 Prof-specialty	 Esposo	 Amer-Indian-Eskimo	 Masculino	0	0	8	 Estados-Unidos	 <=50K
17	 Privado	48610	 11th	7	 Nunca-casado	 Farming-fishing	Niño-propio	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
50	 Privado	162632	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
38	 Local-gov	91711	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
33	 Privado	198003	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	7298	0	50	 Estados-Unidos	 >50K
46	 Privado	179048	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	35		 <=50K
25	 Privado	262778	 Bachelors	13	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Femenino	6849	0	50	 Estados-Unidos	 <=50K
64	 Privado	102470	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
62	 Self-emp-not-inc	123170	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	10	 Estados-Unidos	 <=50K
32	 Privado	164243	 HS-grad	9	Casado-civil	 Tech-support	 Esposo	 Blanca	 Masculino	0	0	60	 Estados-Unidos	 >50K
17	 Privado	262511	 11th	7	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
61	 Privado	51170	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	55	 Estados-Unidos	 <=50K
40	 State-gov	91949	 Doctorate	16	 Nunca-casado	 Prof-specialty	 Not-in-family	 Negra	 Femenino	0	0	40	 Estados-Unidos	 <=50K
21	 Privado	123727	 HS-grad	9	 Nunca-casado	 Exec-magerial	 Other-relative	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
39	 Privado	173175	 Bachelors	13	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	15024	0	50	 Estados-Unidos	 >50K
35	 Self-emp-not-inc	120301	 Some-college	10	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
29	 Privado	250967	 Assoc-voc	11	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Federal-gov	285432	 Assoc-acdm	12	 Nunca-casado	 Transport-moving	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
20	 Privado	36235	 Assoc-acdm	12	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
34		317219	 Some-college	10	Casado-civil		 Esposa	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 >50K
51	 Local-gov	110965	 Masters	14	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
45	 Privado	123283	 HS-grad	9	Separado	 Machine-op-inspct	No-casado	 Negra	 Femenino	0	0	15	 Estados-Unidos	 <=50K
20		249087	 Some-college	10	 Nunca-casado		Niño-propio	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	152940	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
29	 Privado	376680	 HS-grad	9	 Nunca-casado	 Tech-support	Niño-propio	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
56	 Privado	231232	 Bachelors	13	Casado-civil	 Adm-clerical	 Esposo	 Blanca	 Masculino	0	0	30	 Cada	 <=50K
55	 Self-emp-not-inc	168625	 Some-college	10	Divorciado	 Tech-support	 Not-in-family	 Blanca	 Femenino	0	0	12	 Estados-Unidos	 >50K
26	 Privado	33939	 Some-college	10	 Nunca-casado	 Tech-support	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
46	 Privado	155659	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	15024	0	45	 Estados-Unidos	 >50K
32	 Local-gov	190228	 HS-grad	9	Casado-civil	 Other-service	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
28	 Privado	216178	 HS-grad	9	Casado-civil	 Sales	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
27	 Privado	587310	 7th-8th	4	 Nunca-casado	 Other-service	 Other-relative	 Blanca	 Masculino	0	0	35	 Guatemala	 <=50K
23	 Privado	155919	 9th	5	 Casado-conyuge-ausente	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	40	 Mexico	 <=50K
59	 Privado	227386	 10th	6	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
26	 Privado	138152	 12th	8	 Nunca-casado	 Craft-repair	 Other-relative	 Otra	 Masculino	0	0	48	 Guatemala	 <=50K
36	 Privado	167482	 10th	6	 Nunca-casado	 Handlers-cleaners	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
18	 Privado	57957	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Femenino	0	0	15	 Estados-Unidos	 <=50K
33	 Privado	157747	 9th	5	Divorciado	 Handlers-cleaners	 Not-in-family	 Blanca	 Masculino	0	0	70	 Estados-Unidos	 <=50K
60	 Self-emp-not-inc	88570	 Assoc-voc	11	Casado-civil	 Transport-moving	 Esposa	 Blanca	 Femenino	0	0	15	Alemania	 >50K
40	 Privado	273308	 HS-grad	9	Divorciado	 Machine-op-inspct	No-casado	 Blanca	 Femenino	0	0	48	 Mexico	 <=50K
48	 Privado	216292	 HS-grad	9	Casado-civil	 Farming-fishing	 Esposo	 Blanca	 Masculino	0	0	43	 Estados-Unidos	 <=50K
27	 Self-emp-not-inc	131298	 10th	6	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	0	48	 Estados-Unidos	 <=50K
19	 Privado	386378	 Some-college	10	 Nunca-casado	 Other-service	Niño-propio	 Blanca	 Masculino	0	0	20	 Estados-Unidos	 <=50K
38	 Privado	179668	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	50	 Estados-Unidos	 >50K
26	 Privado	210812	 Some-college	10	Divorciado	 Craft-repair	 Not-in-family	 Blanca	 Masculino	0	0	43	 Estados-Unidos	 <=50K
45	 Federal-gov	311671	 Assoc-voc	11	Casado-civil	 Protective-serv	 Esposo	 Blanca	 Masculino	3908	0	40	 Estados-Unidos	 <=50K
20	 Privado	215247	 Some-college	10	 Nunca-casado	 Adm-clerical	Niño-propio	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
32	 Federal-gov	125856	 HS-grad	9	Divorciado	 Craft-repair	No-casado	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
22	 Privado	74631	 Some-college	10	 Nunca-casado	 Handlers-cleaners	Niño-propio	 Blanca	 Femenino	0	0	13	 Estados-Unidos	 <=50K
22	 Privado	24008	 HS-grad	9	 Nunca-casado	 Adm-clerical	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
38	 State-gov	354591	 HS-grad	9	 Nunca-casado	 Other-service	No-casado	 Negra	 Femenino	114	0	38	 Estados-Unidos	 <=50K
34	 Privado	155343	 HS-grad	9	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	0	1848	50	 Estados-Unidos	 >50K
46	 Privado	308334	 1st-4th	2	Viudo	 Other-service	No-casado	 Otra	 Femenino	0	0	30	 Mexico	 <=50K
39	 Privado	245361	 Bachelors	13	Divorciado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	25	 Estados-Unidos	 <=50K
79	 Self-emp-not-inc	158319	 HS-grad	9	Viudo	 Other-service	 Not-in-family	 Blanca	 Femenino	0	0	24	 Estados-Unidos	 <=50K
60		204486	 Bachelors	13	Casado-civil		 Esposo	 Blanca	 Masculino	0	0	8	 Estados-Unidos	 >50K
24	 Privado	314823	 HS-grad	9	 Nunca-casado	 Sales	Niño-propio	 Blanca	 Masculino	0	0	40	 Dominican-Republic	 <=50K
31	 Privado	211334	 Some-college	10	Casado-civil	 Craft-repair	 Esposo	 Blanca	 Masculino	2407	0	65	 Estados-Unidos	 <=50K
37	 Self-emp-not-inc	73199	 Bachelors	13	Casado-civil	 Sales	 Esposo	 Asian-Pac-Islander	 Masculino	3137	0	77	 Vietm	 <=50K
23	 Privado	126550	 HS-grad	9	 Nunca-casado	 Craft-repair	 Other-relative	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
31	 Privado	260782	 Some-college	10	Casado-civil	 Transport-moving	 Esposo	 Blanca	 Masculino	0	1579	45	 El-Salvador	 <=50K
29	 Privado	114224	 Bachelors	13	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
22	 State-gov	64292	 Bachelors	13	 Nunca-casado	 Prof-specialty	Niño-propio	 Blanca	 Femenino	0	0	43	 Estados-Unidos	 <=50K
69		628797	 Some-college	10	Viudo		 Not-in-family	 Blanca	 Femenino	0	0	20	 Estados-Unidos	 <=50K
55	 Local-gov	219775	 HS-grad	9	Divorciado	 Other-service	No-casado	 Blanca	 Femenino	0	0	38	 Estados-Unidos	 <=50K
43	 Privado	212894	 HS-grad	9	Divorciado	 Craft-repair	 Other-relative	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 <=50K
23	 Privado	260019	 7th-8th	4	 Nunca-casado	 Farming-fishing	No-casado	 Otra	 Masculino	0	0	36	 Mexico	 <=50K
29	 Privado	228075	 HS-grad	9	 Nunca-casado	 Adm-clerical	No-casado	 Blanca	 Masculino	0	0	35	 Mexico	 <=50K
22	 Privado	239806	 Assoc-voc	11	 Nunca-casado	 Other-service	 Other-relative	 Blanca	 Femenino	0	0	40	 Mexico	 <=50K
22	 Privado	324637	 Some-college	10	 Nunca-casado	 Sales	 Not-in-family	 Blanca	 Masculino	0	0	42	 Estados-Unidos	 <=50K
25	 Privado	163620	 HS-grad	9	Casado-civil	 Exec-magerial	 Esposo	 Blanca	 Masculino	7298	0	84	 Estados-Unidos	 >50K
29	 Privado	194200	 Some-college	10	 Nunca-casado	 Machine-op-inspct	Niño-propio	 Blanca	 Masculino	0	0	45	 Estados-Unidos	 <=50K
25	 State-gov	129200	 Some-college	10	 Nunca-casado	 Transport-moving	 Not-in-family	 Negra	 Masculino	0	0	40	 Estados-Unidos	 <=50K
33	 Federal-gov	207172	 HS-grad	9	 Nunca-casado	 Exec-magerial	 Not-in-family	 Blanca	 Femenino	0	0	40	 Estados-Unidos	 <=50K
33	 Privado	135312	 Bachelors	13	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Masculino	0	0	40	 Estados-Unidos	 >50K
31	 Privado	100734	 Doctorate	16	 Nunca-casado	 Prof-specialty	 Not-in-family	 Blanca	 Femenino	0	0	28	 Estados-Unidos	 <=50K
30	 Local-gov	226443	 Masters	14	Casado-civil	 Prof-specialty	 Esposo	 Blanca	 Masculino	0	1887	45	 Estados-Unidos	 >50K
