Valoracion_credito	Edad	Ingresos	Tarjetas_credito	Educacion	Creditos_coche
Bueno	38.31	Medio	5 o más	Bachillerato	2 o más
Bueno	39.65	Alto	5 o más	Universitario	2 o más
Bueno	39.86	Medio	5 o más	Universitario	1 o ninguno
Bueno	50.04	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.10	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	22.80	Medio	Menos de 5	Bachillerato	2 o más
Bueno	42.00	Alto	5 o más	Bachillerato	2 o más
Bueno	26.34	Medio	5 o más	Universitario	2 o más
Bueno	47.55	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	40.81	Medio	5 o más	Universitario	2 o más
Bueno	34.65	Medio	5 o más	Bachillerato	2 o más
Bueno	43.26	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.70	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.32	Alto	5 o más	Universitario	2 o más
Bueno	29.77	Alto	5 o más	Universitario	2 o más
Bueno	43.87	Bajo	5 o más	Bachillerato	2 o más
Bueno	39.24	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.65	Medio	5 o más	Universitario	2 o más
Bueno	50.67	Medio	5 o más	Universitario	2 o más
Bueno	37.67	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.43	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.79	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.45	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.00	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	32.97	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.90	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.84	Alto	5 o más	Bachillerato	2 o más
Bueno	34.51	Medio	5 o más	Universitario	1 o ninguno
Bueno	47.59	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	45.27	Medio	5 o más	Bachillerato	2 o más
Bueno	26.16	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.47	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	28.40	Alto	5 o más	Universitario	2 o más
Bueno	38.66	Medio	5 o más	Bachillerato	2 o más
Bueno	30.24	Alto	5 o más	Universitario	2 o más
Bueno	35.86	Alto	5 o más	Bachillerato	2 o más
Bueno	49.79	Alto	5 o más	Universitario	2 o más
Bueno	38.38	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.32	Alto	5 o más	Bachillerato	2 o más
Bueno	46.62	Alto	5 o más	Bachillerato	2 o más
Bueno	32.88	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.39	Alto	5 o más	Bachillerato	2 o más
Bueno	22.78	Bajo	5 o más	Bachillerato	2 o más
Bueno	32.14	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.01	Medio	5 o más	Universitario	2 o más
Bueno	46.67	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	25.61	Alto	5 o más	Bachillerato	2 o más
Bueno	31.17	Medio	5 o más	Bachillerato	2 o más
Bueno	28.50	Medio	5 o más	Universitario	1 o ninguno
Bueno	34.30	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	48.05	Medio	5 o más	Bachillerato	2 o más
Bueno	33.33	Alto	5 o más	Bachillerato	2 o más
Bueno	27.92	Medio	5 o más	Universitario	2 o más
Bueno	33.20	Medio	5 o más	Bachillerato	2 o más
Bueno	40.41	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.78	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.11	Medio	Menos de 5	Universitario	2 o más
Bueno	55.93	Alto	Menos de 5	Universitario	2 o más
Bueno	27.92	Medio	5 o más	Universitario	2 o más
Bueno	49.68	Medio	5 o más	Bachillerato	2 o más
Bueno	27.96	Medio	5 o más	Universitario	2 o más
Bueno	21.75	Alto	5 o más	Universitario	2 o más
Bueno	21.98	Alto	5 o más	Bachillerato	2 o más
Bueno	26.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.75	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.13	Medio	5 o más	Universitario	2 o más
Bueno	30.90	Alto	5 o más	Bachillerato	2 o más
Bueno	46.14	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	31.28	Medio	5 o más	Bachillerato	2 o más
Bueno	42.99	Alto	5 o más	Bachillerato	2 o más
Bueno	37.02	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.27	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	22.42	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	50.38	Alto	5 o más	Universitario	2 o más
Bueno	28.69	Medio	5 o más	Universitario	2 o más
Bueno	21.79	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.00	Medio	5 o más	Bachillerato	2 o más
Bueno	21.19	Medio	5 o más	Bachillerato	2 o más
Bueno	25.53	Alto	5 o más	Universitario	1 o ninguno
Bueno	33.18	Alto	5 o más	Bachillerato	2 o más
Bueno	46.36	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	53.70	Medio	5 o más	Bachillerato	2 o más
Bueno	29.62	Medio	5 o más	Universitario	2 o más
Bueno	41.65	Alto	5 o más	Universitario	2 o más
Bueno	30.89	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.27	Medio	5 o más	Universitario	2 o más
Bueno	20.33	Alto	5 o más	Bachillerato	2 o más
Bueno	59.78	Alto	5 o más	Bachillerato	2 o más
Bueno	29.00	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	33.70	Alto	5 o más	Universitario	2 o más
Bueno	21.90	Medio	5 o más	Bachillerato	2 o más
Bueno	53.37	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	49.47	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.87	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.86	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.27	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.12	Medio	5 o más	Universitario	2 o más
Bueno	20.72	Medio	5 o más	Universitario	2 o más
Bueno	45.77	Medio	5 o más	Universitario	2 o más
Bueno	53.75	Alto	5 o más	Universitario	2 o más
Bueno	43.55	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	32.07	Alto	Menos de 5	Bachillerato	2 o más
Bueno	33.76	Medio	Menos de 5	Universitario	2 o más
Bueno	26.89	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.26	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	57.39	Alto	5 o más	Bachillerato	2 o más
Bueno	29.03	Medio	5 o más	Bachillerato	2 o más
Bueno	50.24	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	57.10	Alto	5 o más	Universitario	1 o ninguno
Bueno	47.30	Bajo	5 o más	Universitario	2 o más
Bueno	62.45	Medio	5 o más	Universitario	1 o ninguno
Bueno	39.69	Medio	5 o más	Bachillerato	2 o más
Bueno	42.84	Alto	5 o más	Bachillerato	2 o más
Bueno	35.70	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	25.10	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.61	Medio	5 o más	Bachillerato	2 o más
Bueno	39.30	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	46.99	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	25.84	Medio	5 o más	Bachillerato	2 o más
Bueno	40.26	Medio	5 o más	Universitario	2 o más
Bueno	37.70	Medio	5 o más	Universitario	2 o más
Bueno	38.26	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	36.31	Medio	5 o más	Bachillerato	2 o más
Bueno	44.54	Alto	5 o más	Bachillerato	2 o más
Bueno	47.47	Alto	5 o más	Universitario	2 o más
Bueno	28.44	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.87	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.60	Medio	5 o más	Universitario	2 o más
Bueno	37.52	Alto	5 o más	Bachillerato	2 o más
Bueno	38.26	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.44	Alto	5 o más	Universitario	2 o más
Bueno	25.57	Alto	5 o más	Bachillerato	2 o más
Bueno	38.60	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.91	Alto	5 o más	Bachillerato	2 o más
Bueno	33.55	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.50	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.50	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.40	Alto	5 o más	Bachillerato	2 o más
Bueno	23.91	Alto	5 o más	Universitario	2 o más
Bueno	24.95	Medio	Menos de 5	Universitario	2 o más
Bueno	38.32	Alto	5 o más	Bachillerato	2 o más
Bueno	41.06	Alto	5 o más	Universitario	2 o más
Bueno	37.97	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.88	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	28.08	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	33.04	Alto	Menos de 5	Bachillerato	2 o más
Bueno	41.31	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.87	Alto	5 o más	Universitario	2 o más
Bueno	41.69	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	46.11	Alto	5 o más	Bachillerato	2 o más
Bueno	31.41	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	40.61	Alto	5 o más	Universitario	2 o más
Bueno	23.90	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.11	Medio	5 o más	Bachillerato	2 o más
Bueno	27.42	Medio	Menos de 5	Universitario	2 o más
Bueno	20.88	Medio	5 o más	Bachillerato	2 o más
Bueno	34.06	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.41	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.42	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	28.83	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.82	Medio	5 o más	Universitario	2 o más
Bueno	35.39	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	30.86	Medio	5 o más	Universitario	2 o más
Bueno	39.99	Medio	Menos de 5	Bachillerato	2 o más
Bueno	27.97	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.97	Medio	5 o más	Bachillerato	2 o más
Bueno	38.08	Alto	Menos de 5	Bachillerato	2 o más
Bueno	31.20	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.27	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	27.76	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.38	Medio	5 o más	Bachillerato	2 o más
Bueno	34.65	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	40.07	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.83	Alto	5 o más	Universitario	2 o más
Bueno	36.29	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	37.74	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	46.41	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.08	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	37.23	Medio	5 o más	Bachillerato	2 o más
Bueno	36.62	Medio	5 o más	Universitario	1 o ninguno
Bueno	49.58	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.57	Medio	5 o más	Bachillerato	2 o más
Bueno	25.89	Medio	5 o más	Universitario	2 o más
Bueno	30.41	Bajo	5 o más	Bachillerato	1 o ninguno
Bueno	32.31	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.21	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	42.09	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.46	Medio	5 o más	Bachillerato	2 o más
Bueno	25.19	Alto	5 o más	Universitario	2 o más
Bueno	35.96	Medio	5 o más	Bachillerato	2 o más
Bueno	23.66	Medio	5 o más	Universitario	2 o más
Bueno	34.35	Medio	5 o más	Bachillerato	2 o más
Bueno	45.27	Medio	5 o más	Universitario	1 o ninguno
Bueno	33.31	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.29	Alto	5 o más	Universitario	2 o más
Bueno	33.34	Medio	5 o más	Universitario	2 o más
Bueno	42.18	Alto	5 o más	Universitario	1 o ninguno
Bueno	47.19	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.93	Alto	5 o más	Bachillerato	2 o más
Bueno	39.48	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.60	Medio	5 o más	Bachillerato	2 o más
Bueno	32.17	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.09	Medio	5 o más	Bachillerato	2 o más
Bueno	38.74	Alto	5 o más	Bachillerato	2 o más
Bueno	36.03	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.83	Alto	5 o más	Bachillerato	2 o más
Bueno	28.57	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.45	Alto	5 o más	Universitario	2 o más
Bueno	32.23	Alto	5 o más	Universitario	2 o más
Bueno	25.77	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	20.65	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.74	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	30.89	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.77	Alto	5 o más	Bachillerato	2 o más
Bueno	45.17	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	38.38	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	48.20	Medio	5 o más	Universitario	2 o más
Bueno	29.71	Alto	5 o más	Universitario	2 o más
Bueno	41.66	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	29.81	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	45.57	Medio	5 o más	Bachillerato	2 o más
Bueno	37.13	Alto	5 o más	Bachillerato	2 o más
Bueno	32.50	Alto	Menos de 5	Bachillerato	2 o más
Bueno	30.35	Alto	5 o más	Bachillerato	2 o más
Bueno	41.91	Medio	5 o más	Universitario	1 o ninguno
Bueno	37.06	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	28.41	Medio	5 o más	Universitario	1 o ninguno
Bueno	24.17	Medio	5 o más	Universitario	2 o más
Bueno	32.30	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	35.86	Medio	5 o más	Bachillerato	2 o más
Bueno	24.20	Medio	Menos de 5	Universitario	2 o más
Bueno	39.32	Alto	5 o más	Universitario	2 o más
Bueno	37.19	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	46.52	Medio	Menos de 5	Bachillerato	2 o más
Bueno	34.29	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.21	Medio	5 o más	Bachillerato	2 o más
Bueno	39.22	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.82	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	22.77	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	42.35	Medio	5 o más	Universitario	2 o más
Bueno	53.42	Alto	5 o más	Universitario	2 o más
Bueno	46.02	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.05	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.46	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	24.31	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	42.80	Alto	5 o más	Universitario	2 o más
Bueno	53.67	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.13	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.89	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.39	Bajo	5 o más	Bachillerato	2 o más
Bueno	41.51	Alto	5 o más	Bachillerato	2 o más
Bueno	34.81	Medio	5 o más	Universitario	2 o más
Bueno	25.71	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	33.69	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	32.19	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	51.66	Medio	5 o más	Bachillerato	2 o más
Bueno	37.89	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	34.21	Alto	5 o más	Universitario	2 o más
Bueno	47.75	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	27.72	Bajo	5 o más	Bachillerato	2 o más
Bueno	28.01	Alto	5 o más	Bachillerato	2 o más
Bueno	25.93	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	44.34	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.22	Medio	5 o más	Universitario	2 o más
Bueno	31.80	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	23.81	Medio	5 o más	Universitario	2 o más
Bueno	29.08	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.98	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	30.99	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	52.69	Medio	5 o más	Universitario	2 o más
Bueno	25.31	Medio	5 o más	Universitario	2 o más
Bueno	26.03	Alto	5 o más	Universitario	1 o ninguno
Bueno	23.69	Alto	5 o más	Bachillerato	2 o más
Bueno	25.83	Alto	5 o más	Universitario	2 o más
Bueno	23.62	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.82	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	40.44	Alto	5 o más	Bachillerato	2 o más
Bueno	23.12	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	26.89	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.73	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	32.34	Medio	5 o más	Bachillerato	2 o más
Bueno	42.19	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.94	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.34	Medio	5 o más	Universitario	2 o más
Bueno	36.42	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.00	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	53.21	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	48.83	Medio	5 o más	Bachillerato	2 o más
Bueno	33.19	Medio	5 o más	Universitario	2 o más
Bueno	27.12	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.55	Alto	5 o más	Universitario	2 o más
Bueno	28.78	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	60.80	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	44.50	Medio	5 o más	Bachillerato	2 o más
Bueno	40.98	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	31.08	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	43.07	Medio	5 o más	Universitario	2 o más
Bueno	41.30	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.47	Alto	5 o más	Universitario	2 o más
Bueno	28.57	Bajo	5 o más	Bachillerato	2 o más
Bueno	34.68	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.58	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.52	Medio	5 o más	Bachillerato	2 o más
Bueno	43.52	Medio	5 o más	Universitario	2 o más
Bueno	31.28	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	27.88	Medio	5 o más	Universitario	2 o más
Bueno	22.73	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	42.50	Medio	5 o más	Universitario	1 o ninguno
Bueno	34.86	Medio	5 o más	Universitario	2 o más
Bueno	49.70	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	41.43	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	43.52	Medio	5 o más	Universitario	2 o más
Bueno	40.12	Alto	5 o más	Universitario	2 o más
Bueno	29.60	Medio	5 o más	Universitario	1 o ninguno
Bueno	43.04	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	39.15	Medio	5 o más	Universitario	2 o más
Bueno	37.49	Bajo	5 o más	Bachillerato	2 o más
Bueno	40.97	Alto	5 o más	Universitario	2 o más
Bueno	34.31	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	42.71	Alto	5 o más	Bachillerato	2 o más
Bueno	40.13	Alto	5 o más	Bachillerato	2 o más
Bueno	49.72	Medio	5 o más	Bachillerato	2 o más
Bueno	40.93	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.48	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	21.68	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	38.42	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	41.70	Medio	5 o más	Universitario	2 o más
Bueno	37.39	Bajo	5 o más	Universitario	2 o más
Bueno	50.51	Alto	5 o más	Universitario	2 o más
Bueno	35.77	Alto	5 o más	Universitario	2 o más
Bueno	43.53	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	27.76	Medio	5 o más	Bachillerato	2 o más
Bueno	34.20	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	59.23	Alto	5 o más	Universitario	2 o más
Bueno	32.79	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	37.00	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	36.79	Alto	5 o más	Universitario	2 o más
Bueno	34.18	Alto	5 o más	Universitario	2 o más
Bueno	47.34	Bajo	5 o más	Universitario	2 o más
Bueno	32.82	Bajo	5 o más	Universitario	2 o más
Bueno	32.60	Medio	Menos de 5	Universitario	2 o más
Bueno	28.08	Alto	5 o más	Bachillerato	2 o más
Bueno	27.48	Alto	5 o más	Universitario	2 o más
Bueno	34.24	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	50.17	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	26.59	Bajo	5 o más	Bachillerato	2 o más
Bueno	29.61	Alto	5 o más	Bachillerato	2 o más
Bueno	26.73	Medio	5 o más	Universitario	2 o más
Bueno	44.96	Medio	Menos de 5	Bachillerato	2 o más
Bueno	36.23	Bajo	5 o más	Bachillerato	2 o más
Bueno	27.77	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.31	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	44.86	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	33.31	Medio	5 o más	Bachillerato	2 o más
Bueno	29.78	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	33.53	Alto	5 o más	Bachillerato	2 o más
Bueno	41.39	Alto	Menos de 5	Universitario	2 o más
Bueno	22.84	Alto	5 o más	Bachillerato	2 o más
Bueno	24.13	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	25.05	Alto	5 o más	Bachillerato	2 o más
Bueno	20.22	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	45.03	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	28.61	Alto	5 o más	Bachillerato	2 o más
Bueno	28.23	Medio	5 o más	Bachillerato	2 o más
Bueno	33.80	Alto	5 o más	Bachillerato	2 o más
Bueno	41.25	Alto	5 o más	Universitario	2 o más
Bueno	43.44	Medio	5 o más	Bachillerato	2 o más
Bueno	26.90	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	45.43	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.80	Bajo	Menos de 5	Universitario	1 o ninguno
Bueno	42.85	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	35.76	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	29.17	Alto	5 o más	Universitario	2 o más
Bueno	24.11	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	39.11	Medio	5 o más	Universitario	2 o más
Bueno	48.91	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	47.86	Medio	5 o más	Bachillerato	2 o más
Bueno	42.04	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	41.99	Alto	5 o más	Bachillerato	2 o más
Bueno	28.64	Alto	5 o más	Bachillerato	2 o más
Bueno	28.56	Alto	5 o más	Bachillerato	2 o más
Bueno	45.55	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.78	Alto	5 o más	Bachillerato	2 o más
Bueno	28.19	Alto	5 o más	Bachillerato	2 o más
Bueno	32.83	Alto	5 o más	Bachillerato	2 o más
Bueno	40.62	Alto	5 o más	Bachillerato	2 o más
Bueno	25.01	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	34.97	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	30.86	Medio	5 o más	Bachillerato	2 o más
Bueno	43.09	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	38.98	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.92	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	29.28	Medio	5 o más	Bachillerato	2 o más
Bueno	44.11	Alto	Menos de 5	Universitario	2 o más
Bueno	26.07	Alto	5 o más	Universitario	2 o más
Bueno	39.70	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	30.63	Alto	5 o más	Universitario	2 o más
Bueno	42.73	Medio	Menos de 5	Bachillerato	1 o ninguno
Bueno	35.72	Medio	5 o más	Bachillerato	2 o más
Bueno	30.48	Medio	5 o más	Bachillerato	1 o ninguno
Bueno	22.52	Alto	5 o más	Universitario	2 o más
Bueno	36.50	Medio	5 o más	Bachillerato	2 o más
Bueno	34.43	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	45.30	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.91	Medio	5 o más	Universitario	2 o más
Bueno	35.14	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	42.97	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	58.36	Medio	5 o más	Bachillerato	2 o más
Bueno	35.18	Medio	5 o más	Universitario	2 o más
Bueno	31.64	Medio	5 o más	Bachillerato	2 o más
Bueno	36.90	Alto	5 o más	Bachillerato	2 o más
Bueno	42.83	Alto	5 o más	Universitario	2 o más
Bueno	39.84	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	26.28	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	34.11	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	49.11	Medio	5 o más	Bachillerato	2 o más
Bueno	50.14	Alto	5 o más	Bachillerato	1 o ninguno
Bueno	27.70	Alto	5 o más	Universitario	1 o ninguno
Bueno	46.03	Medio	5 o más	Universitario	2 o más
Bueno	34.95	Alto	5 o más	Bachillerato	2 o más
Bueno	33.17	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.53	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	23.60	Medio	Menos de 5	Bachillerato	2 o más
Bueno	33.50	Alto	5 o más	Bachillerato	2 o más
Bueno	37.83	Medio	5 o más	Bachillerato	2 o más
Bueno	37.54	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.61	Alto	5 o más	Bachillerato	2 o más
Bueno	28.30	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	50.41	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	22.69	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	43.30	Alto	Menos de 5	Bachillerato	2 o más
Bueno	42.54	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	32.69	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	54.58	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	21.28	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	31.95	Alto	Menos de 5	Bachillerato	1 o ninguno
Bueno	23.82	Alto	5 o más	Universitario	2 o más
Bueno	28.98	Bajo	Menos de 5	Bachillerato	1 o ninguno
Bueno	21.83	Alto	Menos de 5	Universitario	1 o ninguno
Bueno	26.76	Medio	Menos de 5	Universitario	1 o ninguno
Bueno	39.18	Alto	5 o más	Bachillerato	2 o más
Bueno	27.99	Alto	5 o más	Universitario	2 o más
Bueno	33.13	Medio	Menos de 5	Bachillerato	2 o más
